"filename", "language", "C++", "C", "Makefile", "comment", "blank", "total"
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414212006.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414212016.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414212018.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213927.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213929.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213932.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213934.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213937.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414213942.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214024.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214043.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214059.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214101.h", "C", 0, 26, 0, 0, 9, 35
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214104.h", "C", 0, 24, 0, 0, 10, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214105.h", "C", 0, 24, 0, 0, 9, 33
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214108.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214111.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214113.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214117.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214123.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214127.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214130.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214305.h", "C", 0, 26, 0, 0, 12, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214308.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214312.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214349.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214354.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214356.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214405.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214410.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214418.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214421.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214427.h", "C", 0, 27, 0, 0, 11, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214429.h", "C", 0, 28, 0, 0, 11, 39
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214431.h", "C", 0, 28, 0, 0, 11, 39
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214434.h", "C", 0, 29, 0, 0, 11, 40
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414214437.h", "C", 0, 30, 0, 0, 11, 41
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414215152.h", "C", 0, 31, 0, 0, 11, 42
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090600.h", "C", 0, 32, 0, 0, 11, 43
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090603.h", "C", 0, 32, 0, 0, 11, 43
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090606.h", "C", 0, 31, 0, 1, 13, 45
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090617.h", "C", 0, 33, 0, 1, 13, 47
